,All stations,All stations,All stations,All stations,All stations
,SH,SE,LT,SUM,ORG
2007-01-01,-2.465494735496293,-14.56124039822447,286.36673513372074,269.34,269.34
2007-01-02,-1.8899166969088128,-14.53604030375493,286.36595700066374,269.94,269.94
2007-01-03,-2.7186793959309625,-14.506543106851325,286.3652225027823,269.14,269.14
2007-01-04,-2.1517133805207322,-14.472816374094066,286.3645297546148,269.74,269.74
2007-01-05,-0.7890575099423813,-14.434819805794518,286.3638773157369,271.14,271.14
2007-01-06,0.769227157745263,-14.3924904732973,286.36326331555205,272.74,272.74
2007-01-07,1.1230718353692737,-14.345757716673575,286.3626858813043,273.14,273.14
2007-01-08,-0.12759139483847548,-14.29455158881035,286.3621429836488,271.94,271.94
2007-01-09,1.7887369811758163,-14.210369988109619,286.3616330069338,273.94,273.94
2007-01-10,1.894137657996339,-14.115291884162673,286.3611542261663,274.14,274.14
2007-01-11,-3.5119066556446796,-14.008798569889166,286.3607052255338,268.84,268.84
2007-01-12,0.27016091797617037,-13.890445109808184,286.360284191832,272.74,272.74
2007-01-13,0.5400103536219376,-13.759899781726006,286.35988942810405,273.14,273.14
2007-01-14,1.397456619754962,-13.616976214596548,286.3595195948416,274.14,274.14
2007-01-15,1.2424843384348492,-13.461657497276633,286.35917315884177,274.14,274.14
2007-01-16,-2.4247241103499277,-13.294124648964385,286.3588487593143,270.64,270.64
2007-01-17,-3.1019662949567532,-13.11657892201032,286.35854521696706,270.14,270.14
2007-01-18,-4.2882379192533335,-12.930023776818985,286.3582616960723,269.14,269.14
2007-01-19,-2.8822891530800803,-12.735708365886296,286.3579975189664,270.74,270.74
2007-01-20,-1.682634136543129,-12.535117784800661,286.3577519213438,272.14,272.14
2007-01-21,-1.287609990439364,-12.329913806182333,286.3575237966217,272.74,272.74
2007-01-22,-0.09538946714968688,-12.121922607428871,286.35731207457854,274.14,274.14
2007-01-23,-1.3039938078595696,-11.913121801706154,286.3571156095657,273.14,273.14
2007-01-24,0.6887010219856506,-11.70563451638418,286.3569334943985,275.34,275.34
2007-01-25,1.0847928996897735,-11.50155753829631,286.35676463860653,275.94,275.94
2007-01-26,1.0863841834961931,-11.30299216694442,286.3566079834482,276.14,276.14
2007-01-27,1.4955274830670646,-11.111989886309743,286.3564624032427,276.74,276.74
2007-01-28,1.5141853578778637,-10.930512442851807,286.35632708497394,276.94,276.94
2007-01-29,2.5441593996565643,-10.76036074480021,286.35620134514363,278.14,278.14
2007-01-30,3.787020181837363,-10.603104893493196,286.3560847116558,279.53999999999996,279.53999999999996
2007-01-31,4.244052445595571,-10.460028834003765,286.3559763884082,280.14,280.14
2007-02-01,0.9162198346838295,-10.332095150627083,286.35587531594325,276.94,276.94
2007-02-02,-0.9958727890381169,-10.219907607569326,286.35578039660743,275.14,275.14
2007-02-03,0.7080742730520342,-10.123764944039578,286.35569067098754,276.94,276.94
2007-02-04,0.8281077483832746,-10.04371303241362,286.35560528403033,277.14,277.14
2007-02-05,1.16402304526747,-9.979546455284776,286.35552341001727,277.53999999999996,277.53999999999996
2007-02-06,0.7153481481481094,-9.930792539821027,286.3554443916729,277.14,277.14
2007-02-07,2.68132121810703,-9.896688785102526,286.3553675669955,279.14,279.14
2007-02-08,-2.339144691358001,-9.876147531015931,286.3552922223739,274.14,274.14
2007-02-09,-2.347433218107028,-9.867784323667479,286.3552175417745,274.14,274.14
2007-02-10,1.65485392592592,-9.869996595078305,286.3551426691524,278.14,278.14
2007-02-11,0.665928296296272,-9.880995201080736,286.35506690478445,277.14,277.14
2007-02-12,0.28383841975306723,-9.898828189708013,286.35498976995495,276.74,276.74
2007-02-13,2.106562765432102,-9.921473486248487,286.35491072081635,278.53999999999996,278.53999999999996
2007-02-14,0.7321224691357884,-9.946951579527536,286.35482911039173,277.14,277.14
2007-02-15,-0.24137784362142156,-9.973366455935604,286.354744299557,276.14,276.14
2007-02-16,0.784277860082284,-9.998933414329485,286.3546555542472,277.14,277.14
2007-02-17,0.8074678518518681,-10.022029854512198,286.3545620026603,277.14,277.14
2007-02-18,-2.5733663868312533,-10.04109665388097,286.35446304071223,273.74,273.74
2007-02-19,-3.359802074074082,-10.054556102441552,286.35435817651563,272.94,272.94
2007-02-20,-1.7533828477366455,-10.060864186862432,286.35424703459904,274.53999999999996,274.53999999999996
2007-02-21,-2.155542123456769,-10.058586941546082,286.35412906500284,274.14,274.14
2007-02-22,1.0325051522632975,-10.04650889718539,286.35400374492207,277.34,277.34
2007-02-23,4.809881020576086,-10.023751751974089,286.353870731398,281.14,281.14
2007-02-24,3.376065580246916,-9.989795180866963,286.35372960062006,279.74,279.74
2007-02-25,-2.269131325102876,-9.944448688995521,286.3535800140984,274.14,274.14
2007-02-26,-3.325580641975307,-9.887840994211444,286.35342163618674,273.14,273.14
2007-02-27,-4.592862551440305,-9.820391469008996,286.3532540204493,271.94,271.94
2007-02-28,-4.6703531193415415,-9.742724531990461,286.353077651332,271.94,271.94
2007-03-01,-1.5573573004115246,-9.65553475548603,286.35289205589754,275.14,275.14
